TIPO_INSTRUMENTO;ESFERA;IBGE;UF;REGIAO;MACRORREGIAO;MUNICIPIO;EXERCICIO;FASE;SITUACAO;DATA
"2º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2020";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2021";"2018-2021";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2023";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2024";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2025";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2025";"2022-2025";"Em Elaboração";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210720";"MA";"Itapecuru Mirim";"MACRORREGIAO NORTE";"NINA RODRIGUES";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2018";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2018";"2018-2021";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2019";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2020";"2018-2021";"Homologado pelo Gestor Estadual";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2022";"2022-2025";"Avaliado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2022";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2022";"2022-2025";"Em Elaboração";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2023";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2024";"2022-2025";"Em Elaboração";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2024";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2024";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2024";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2024";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2025";"2022-2025";"Em Elaboração";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210725";"MA";"Balsas";"MACRORREGIAO SUL";"NOVA COLINAS";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2018";"2018-2021";"Em apreciação pelo Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2019";"2018-2021";"Em apreciação pelo Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2020";"2018-2021";"Em apreciação pelo Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2021";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2022";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2022";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2022";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2022";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2022";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2023";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2024";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2024";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2024";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2024";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2024";"2022-2025";"Em Análise no Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2025";"2022-2025";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210730";"MA";"São João dos Patos";"MACRORREGIAO LESTE";"NOVA IORQUE";"2025";"2022-2025";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2018";"2018-2021";"Em apreciação pelo Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2018";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2018";"2018-2021";"Em Elaboração";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2018";"2018-2021";"Em Elaboração";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2018";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Plano de Saúde";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2019";"2018-2021";"Em apreciação pelo Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2019";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2019";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2020";"2018-2021";"Em apreciação pelo Conselho de Saúde";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2020";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"1º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"2º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"3º RDQA";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"RAG";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2020";"2018-2021";"Não Iniciado";"2025-10-31 00:00:00"
"Pactuação";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
"Programação Anual de Saúde";"MUNICIPAL";"210735";"MA";"Zé Doca";"MACRORREGIAO NORTE";"NOVA OLINDA DO MARANHAO";"2021";"2018-2021";"Aprovado";"2025-10-31 00:00:00"
